<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS,D,20130508,000000,143080.0000000,144150.0000000,141830.0000000,143870.0000000,808389
SPFB.RTS,D,20130510,000000,143690.0000000,144200.0000000,140160.0000000,141270.0000000,817598
SPFB.RTS,D,20130513,000000,141200.0000000,141200.0000000,139120.0000000,139940.0000000,1012206
SPFB.RTS,D,20130514,000000,140000.0000000,142900.0000000,139700.0000000,140210.0000000,1348587
SPFB.RTS,D,20130515,000000,140150.0000000,141040.0000000,138120.0000000,139240.0000000,1275028
SPFB.RTS,D,20130516,000000,139200.0000000,139540.0000000,137220.0000000,137340.0000000,1154182
SPFB.RTS,D,20130517,000000,137490.0000000,140920.0000000,137330.0000000,140490.0000000,1119814
SPFB.RTS,D,20130520,000000,140500.0000000,142480.0000000,140430.0000000,141730.0000000,1037037
SPFB.RTS,D,20130521,000000,141670.0000000,144180.0000000,141150.0000000,143300.0000000,1194172
SPFB.RTS,D,20130522,000000,143350.0000000,147310.0000000,143290.0000000,144090.0000000,1655377
SPFB.RTS,D,20130523,000000,143900.0000000,143900.0000000,139250.0000000,140290.0000000,1751992
SPFB.RTS,D,20130524,000000,140200.0000000,140970.0000000,138000.0000000,139220.0000000,1401813
SPFB.RTS,D,20130527,000000,139290.0000000,139840.0000000,137680.0000000,138350.0000000,590676
SPFB.RTS,D,20130528,000000,138360.0000000,141100.0000000,137740.0000000,138590.0000000,1270256
SPFB.RTS,D,20130529,000000,138560.0000000,138560.0000000,135210.0000000,136100.0000000,1409993
SPFB.RTS,D,20130530,000000,135970.0000000,136950.0000000,134230.0000000,135910.0000000,1589451
SPFB.RTS,D,20130531,000000,135900.0000000,136340.0000000,130250.0000000,130430.0000000,1829416
SPFB.RTS,D,20130603,000000,130350.0000000,133050.0000000,129200.0000000,132580.0000000,1744092
SPFB.RTS,D,20130604,000000,132650.0000000,133700.0000000,130220.0000000,131550.0000000,1327872
SPFB.RTS,D,20130605,000000,131510.0000000,131730.0000000,128040.0000000,128490.0000000,1737928
SPFB.RTS,D,20130606,000000,128500.0000000,130240.0000000,126950.0000000,130000.0000000,1432316
SPFB.RTS,D,20130607,000000,130000.0000000,131200.0000000,127960.0000000,130080.0000000,1436647
SPFB.RTS,D,20130610,000000,129730.0000000,131290.0000000,128110.0000000,128540.0000000,89879
SPFB.RTS,D,20130611,000000,128440.0000000,129460.0000000,124540.0000000,125300.0000000,270427
SPFB.RTS,D,20130613,000000,125200.0000000,126700.0000000,122500.0000000,126550.0000000,541363
SPFB.RTS,D,20130614,000000,126510.0000000,128140.0000000,125300.0000000,126870.0000000,655734
SPFB.RTS,D,20130617,000000,127020.0000000,130790.0000000,127020.0000000,129770.0000000,1328035
SPFB.RTS,D,20130618,000000,129780.0000000,131230.0000000,129050.0000000,130480.0000000,1196603
SPFB.RTS,D,20130619,000000,130500.0000000,130780.0000000,125440.0000000,125630.0000000,1510974
SPFB.RTS,D,20130620,000000,125560.0000000,125560.0000000,121070.0000000,121320.0000000,1701668
SPFB.RTS,D,20130621,000000,121320.0000000,126250.0000000,121320.0000000,125020.0000000,1653866
SPFB.RTS,D,20130624,000000,124870.0000000,124870.0000000,121370.0000000,123780.0000000,1591936
SPFB.RTS,D,20130625,000000,123760.0000000,125320.0000000,122800.0000000,124910.0000000,1231294
SPFB.RTS,D,20130626,000000,124810.0000000,126430.0000000,123530.0000000,125190.0000000,1334537
SPFB.RTS,D,20130627,000000,125270.0000000,126330.0000000,124510.0000000,125310.0000000,1234470
SPFB.RTS,D,20130628,000000,125390.0000000,127380.0000000,124620.0000000,125830.0000000,1386182
SPFB.RTS,D,20130701,000000,125790.0000000,127240.0000000,125320.0000000,126420.0000000,910216
SPFB.RTS,D,20130702,000000,126470.0000000,127170.0000000,124180.0000000,124650.0000000,959502
SPFB.RTS,D,20130703,000000,124630.0000000,126550.0000000,124350.0000000,126340.0000000,926862
SPFB.RTS,D,20130704,000000,126340.0000000,127350.0000000,125100.0000000,127220.0000000,776737
SPFB.RTS,D,20130705,000000,127290.0000000,128190.0000000,125600.0000000,126200.0000000,1065235
SPFB.RTS,D,20130708,000000,126240.0000000,127190.0000000,125410.0000000,126800.0000000,746708
SPFB.RTS,D,20130709,000000,126800.0000000,128070.0000000,126800.0000000,127580.0000000,758398
SPFB.RTS,D,20130710,000000,127500.0000000,128100.0000000,125720.0000000,126200.0000000,939506
SPFB.RTS,D,20130711,000000,126200.0000000,132500.0000000,126200.0000000,132450.0000000,1344107
SPFB.RTS,D,20130712,000000,132390.0000000,134000.0000000,131810.0000000,133790.0000000,1028035
SPFB.RTS,D,20130715,000000,133850.0000000,135340.0000000,133850.0000000,135170.0000000,832039
SPFB.RTS,D,20130716,000000,135140.0000000,136970.0000000,134920.0000000,136890.0000000,942417
SPFB.RTS,D,20130717,000000,136800.0000000,140330.0000000,136250.0000000,139840.0000000,1149713
SPFB.RTS,D,20130718,000000,139810.0000000,139870.0000000,135100.0000000,136750.0000000,1330496
SPFB.RTS,D,20130719,000000,136660.0000000,139690.0000000,135970.0000000,137760.0000000,1096611
SPFB.RTS,D,20130722,000000,138000.0000000,139390.0000000,136680.0000000,137610.0000000,938667
SPFB.RTS,D,20130723,000000,137700.0000000,139280.0000000,136900.0000000,137380.0000000,850981
SPFB.RTS,D,20130724,000000,137300.0000000,137730.0000000,135630.0000000,135830.0000000,1010033
SPFB.RTS,D,20130725,000000,135870.0000000,136080.0000000,134220.0000000,135890.0000000,977779
SPFB.RTS,D,20130726,000000,135910.0000000,136170.0000000,133430.0000000,135010.0000000,675003
SPFB.RTS,D,20130729,000000,134920.0000000,134940.0000000,133680.0000000,134180.0000000,658538
SPFB.RTS,D,20130730,000000,134200.0000000,134900.0000000,131860.0000000,132450.0000000,813151
SPFB.RTS,D,20130731,000000,132450.0000000,132990.0000000,130640.0000000,131920.0000000,1138462
SPFB.RTS,D,20130801,000000,131940.0000000,134090.0000000,131940.0000000,134030.0000000,923678
SPFB.RTS,D,20130802,000000,134100.0000000,134430.0000000,131820.0000000,133500.0000000,973829
SPFB.RTS,D,20130805,000000,133500.0000000,134280.0000000,132620.0000000,132900.0000000,596099
SPFB.RTS,D,20130806,000000,132860.0000000,132900.0000000,129700.0000000,130150.0000000,869380
SPFB.RTS,D,20130807,000000,130110.0000000,131200.0000000,129050.0000000,130480.0000000,962311
SPFB.RTS,D,20130808,000000,130490.0000000,131120.0000000,129150.0000000,130900.0000000,939568
SPFB.RTS,D,20130809,000000,130900.0000000,132640.0000000,129970.0000000,132220.0000000,940995
SPFB.RTS,D,20130812,000000,132180.0000000,132530.0000000,131200.0000000,132330.0000000,684094
SPFB.RTS,D,20130813,000000,132350.0000000,134090.0000000,132350.0000000,133960.0000000,721914
SPFB.RTS,D,20130814,000000,133870.0000000,135450.0000000,133280.0000000,134990.0000000,748268
SPFB.RTS,D,20130815,000000,134960.0000000,135570.0000000,131580.0000000,133070.0000000,1016363
SPFB.RTS,D,20130816,000000,133030.0000000,133550.0000000,131140.0000000,131400.0000000,948656
SPFB.RTS,D,20130819,000000,131350.0000000,132220.0000000,130730.0000000,130970.0000000,726519
SPFB.RTS,D,20130820,000000,130940.0000000,131940.0000000,130060.0000000,131470.0000000,733908
SPFB.RTS,D,20130821,000000,131400.0000000,132700.0000000,129880.0000000,130380.0000000,1091446
SPFB.RTS,D,20130822,000000,130340.0000000,133200.0000000,129280.0000000,132900.0000000,981666
SPFB.RTS,D,20130823,000000,132890.0000000,133690.0000000,132500.0000000,133450.0000000,690150
SPFB.RTS,D,20130826,000000,133490.0000000,134270.0000000,131070.0000000,131160.0000000,774895
SPFB.RTS,D,20130827,000000,131140.0000000,131400.0000000,129550.0000000,129650.0000000,944406
SPFB.RTS,D,20130828,000000,129690.0000000,130580.0000000,128300.0000000,129550.0000000,1335612
SPFB.RTS,D,20130829,000000,129400.0000000,131150.0000000,129000.0000000,129200.0000000,967049
SPFB.RTS,D,20130830,000000,129230.0000000,129910.0000000,128140.0000000,128450.0000000,824584
SPFB.RTS,D,20130902,000000,128580.0000000,129850.0000000,128580.0000000,129380.0000000,416315
SPFB.RTS,D,20130903,000000,129390.0000000,130630.0000000,128250.0000000,128660.0000000,1013239
SPFB.RTS,D,20130904,000000,128750.0000000,130320.0000000,128270.0000000,130050.0000000,762177
SPFB.RTS,D,20130905,000000,130010.0000000,134500.0000000,129700.0000000,134190.0000000,1190130
SPFB.RTS,D,20130906,000000,134180.0000000,137170.0000000,133740.0000000,135320.0000000,1345031
SPFB.RTS,D,20130909,000000,135400.0000000,139030.0000000,135120.0000000,138640.0000000,1114077
SPFB.RTS,D,20130910,000000,138190.0000000,139000.0000000,137380.0000000,138540.0000000,72997
SPFB.RTS,D,20130911,000000,138630.0000000,139650.0000000,138080.0000000,139410.0000000,178221
SPFB.RTS,D,20130912,000000,139500.0000000,140510.0000000,138260.0000000,139370.0000000,263652
SPFB.RTS,D,20130913,000000,139300.0000000,140440.0000000,138300.0000000,140030.0000000,339414
SPFB.RTS,D,20130916,000000,140070.0000000,143610.0000000,140070.0000000,142760.0000000,931611
SPFB.RTS,D,20130917,000000,142740.0000000,143770.0000000,142300.0000000,143160.0000000,589155
SPFB.RTS,D,20130918,000000,143210.0000000,148110.0000000,142060.0000000,148110.0000000,1241438
SPFB.RTS,D,20130919,000000,148110.0000000,149870.0000000,146750.0000000,147890.0000000,910480
SPFB.RTS,D,20130920,000000,147800.0000000,147800.0000000,145340.0000000,145700.0000000,602612
SPFB.RTS,D,20130923,000000,145750.0000000,146380.0000000,144160.0000000,145110.0000000,667910
SPFB.RTS,D,20130924,000000,145050.0000000,145810.0000000,143860.0000000,144600.0000000,655053
SPFB.RTS,D,20130925,000000,144600.0000000,146340.0000000,143670.0000000,145600.0000000,842230
SPFB.RTS,D,20130926,000000,145660.0000000,146280.0000000,144080.0000000,144960.0000000,864777
SPFB.RTS,D,20130927,000000,144870.0000000,145000.0000000,142900.0000000,143370.0000000,942074
SPFB.RTS,D,20130930,000000,143320.0000000,143320.0000000,141230.0000000,141590.0000000,784222
SPFB.RTS,D,20131001,000000,141650.0000000,144820.0000000,141650.0000000,144630.0000000,860466
SPFB.RTS,D,20131002,000000,144530.0000000,144530.0000000,141390.0000000,142830.0000000,1075732
SPFB.RTS,D,20131003,000000,142790.0000000,143790.0000000,141850.0000000,142980.0000000,925058
SPFB.RTS,D,20131004,000000,142890.0000000,144750.0000000,141920.0000000,144580.0000000,831264
SPFB.RTS,D,20131007,000000,144440.0000000,144650.0000000,142650.0000000,144120.0000000,775265
SPFB.RTS,D,20131008,000000,144090.0000000,147160.0000000,144020.0000000,145710.0000000,1259256
SPFB.RTS,D,20131009,000000,145780.0000000,147300.0000000,145430.0000000,146600.0000000,1011438
SPFB.RTS,D,20131010,000000,146600.0000000,149220.0000000,146550.0000000,149140.0000000,980885
SPFB.RTS,D,20131011,000000,149170.0000000,149310.0000000,147110.0000000,148280.0000000,757128
SPFB.RTS,D,20131014,000000,148260.0000000,149290.0000000,146590.0000000,149140.0000000,705908
SPFB.RTS,D,20131015,000000,149250.0000000,149840.0000000,148120.0000000,148380.0000000,968839
SPFB.RTS,D,20131016,000000,148480.0000000,150720.0000000,148480.0000000,150530.0000000,886589
SPFB.RTS,D,20131017,000000,150480.0000000,150620.0000000,147850.0000000,149940.0000000,980751
SPFB.RTS,D,20131018,000000,150000.0000000,152160.0000000,149630.0000000,151380.0000000,884605
SPFB.RTS,D,20131021,000000,151420.0000000,152050.0000000,150600.0000000,151090.0000000,639567
SPFB.RTS,D,20131022,000000,151090.0000000,152220.0000000,150250.0000000,151650.0000000,803253
SPFB.RTS,D,20131023,000000,151600.0000000,151600.0000000,148420.0000000,148680.0000000,811002
SPFB.RTS,D,20131024,000000,148720.0000000,150100.0000000,148520.0000000,148660.0000000,865685
SPFB.RTS,D,20131025,000000,148650.0000000,149540.0000000,148040.0000000,149130.0000000,668854
SPFB.RTS,D,20131028,000000,149130.0000000,150390.0000000,148600.0000000,148930.0000000,670447
SPFB.RTS,D,20131029,000000,148930.0000000,149590.0000000,148190.0000000,148570.0000000,714255
SPFB.RTS,D,20131030,000000,148600.0000000,150160.0000000,146740.0000000,147960.0000000,1047136
SPFB.RTS,D,20131031,000000,147810.0000000,148200.0000000,147000.0000000,147730.0000000,807847
SPFB.RTS,D,20131101,000000,147680.0000000,148400.0000000,146800.0000000,147190.0000000,624368
SPFB.RTS,D,20131105,000000,147230.0000000,148000.0000000,145230.0000000,145380.0000000,699964
SPFB.RTS,D,20131106,000000,145420.0000000,146550.0000000,145160.0000000,145850.0000000,788983
SPFB.RTS,D,20131107,000000,145810.0000000,147580.0000000,144740.0000000,145000.0000000,932599
SPFB.RTS,D,20131108,000000,144950.0000000,145000.0000000,142820.0000000,143950.0000000,822403
SPFB.RTS,D,20131111,000000,143960.0000000,144440.0000000,142140.0000000,142590.0000000,634724
SPFB.RTS,D,20131112,000000,142630.0000000,143850.0000000,142060.0000000,142630.0000000,810061
SPFB.RTS,D,20131113,000000,142590.0000000,142840.0000000,140040.0000000,141500.0000000,982412
SPFB.RTS,D,20131114,000000,141510.0000000,144400.0000000,141510.0000000,144000.0000000,1040306
SPFB.RTS,D,20131115,000000,144050.0000000,144970.0000000,143210.0000000,144780.0000000,913712
SPFB.RTS,D,20131118,000000,144780.0000000,146940.0000000,144640.0000000,146550.0000000,792665
SPFB.RTS,D,20131119,000000,146520.0000000,146650.0000000,144130.0000000,144580.0000000,782123
SPFB.RTS,D,20131120,000000,144510.0000000,144880.0000000,143270.0000000,143510.0000000,871701
SPFB.RTS,D,20131121,000000,143480.0000000,143800.0000000,142110.0000000,143800.0000000,897723
SPFB.RTS,D,20131122,000000,143700.0000000,145110.0000000,143040.0000000,145090.0000000,739256
SPFB.RTS,D,20131125,000000,145100.0000000,145470.0000000,142810.0000000,143270.0000000,703910
SPFB.RTS,D,20131126,000000,143290.0000000,143580.0000000,141270.0000000,142620.0000000,860424
SPFB.RTS,D,20131127,000000,142600.0000000,142600.0000000,140330.0000000,141040.0000000,934043
SPFB.RTS,D,20131128,000000,141060.0000000,141550.0000000,140110.0000000,140620.0000000,556954
SPFB.RTS,D,20131129,000000,140580.0000000,141390.0000000,139260.0000000,140590.0000000,941783
SPFB.RTS,D,20131202,000000,140590.0000000,141550.0000000,138500.0000000,138760.0000000,814682
SPFB.RTS,D,20131203,000000,138730.0000000,139150.0000000,136210.0000000,137190.0000000,1167363
SPFB.RTS,D,20131204,000000,137210.0000000,138000.0000000,135840.0000000,137160.0000000,1209019
SPFB.RTS,D,20131205,000000,137210.0000000,137770.0000000,135530.0000000,135760.0000000,968359
SPFB.RTS,D,20131206,000000,135790.0000000,139370.0000000,135770.0000000,139310.0000000,1253482
SPFB.RTS,D,20131209,000000,139340.0000000,141410.0000000,138460.0000000,140980.0000000,1006029
SPFB.RTS,D,20131210,000000,140930.0000000,143300.0000000,140010.0000000,140400.0000000,61835
SPFB.RTS,D,20131211,000000,140420.0000000,141100.0000000,138540.0000000,138740.0000000,89232
SPFB.RTS,D,20131212,000000,138600.0000000,140020.0000000,138000.0000000,139190.0000000,254658
SPFB.RTS,D,20131213,000000,139180.0000000,139690.0000000,138400.0000000,139350.0000000,279415
SPFB.RTS,D,20131216,000000,139160.0000000,141300.0000000,138270.0000000,140990.0000000,848425
SPFB.RTS,D,20131217,000000,140950.0000000,142130.0000000,140850.0000000,141600.0000000,749971
SPFB.RTS,D,20131218,000000,141660.0000000,144840.0000000,140660.0000000,144680.0000000,943789
SPFB.RTS,D,20131219,000000,144690.0000000,145200.0000000,143180.0000000,143640.0000000,792390
SPFB.RTS,D,20131220,000000,143680.0000000,143950.0000000,142610.0000000,143810.0000000,610439
SPFB.RTS,D,20131223,000000,143830.0000000,146280.0000000,143820.0000000,145720.0000000,607735
SPFB.RTS,D,20131224,000000,145670.0000000,146410.0000000,145520.0000000,145970.0000000,300168
SPFB.RTS,D,20131225,000000,146000.0000000,146200.0000000,144820.0000000,145020.0000000,218745
SPFB.RTS,D,20131226,000000,145050.0000000,145950.0000000,144860.0000000,145000.0000000,204484
SPFB.RTS,D,20131227,000000,144990.0000000,145940.0000000,144490.0000000,144840.0000000,296392
SPFB.RTS,D,20131230,000000,144790.0000000,145260.0000000,144080.0000000,144590.0000000,269716
SPFB.RTS,D,20140106,000000,144450.0000000,144450.0000000,138020.0000000,138470.0000000,536699
SPFB.RTS,D,20140108,000000,138510.0000000,139860.0000000,138300.0000000,138530.0000000,408911
SPFB.RTS,D,20140109,000000,138560.0000000,139670.0000000,137210.0000000,137760.0000000,527270
SPFB.RTS,D,20140110,000000,137800.0000000,140470.0000000,137800.0000000,140330.0000000,687776
SPFB.RTS,D,20140113,000000,140210.0000000,141140.0000000,138020.0000000,138220.0000000,664988
SPFB.RTS,D,20140114,000000,138170.0000000,139640.0000000,137350.0000000,139580.0000000,872283
SPFB.RTS,D,20140115,000000,139600.0000000,140800.0000000,139250.0000000,140610.0000000,769241
SPFB.RTS,D,20140116,000000,140650.0000000,140850.0000000,138760.0000000,139230.0000000,789179
SPFB.RTS,D,20140117,000000,139230.0000000,141030.0000000,138730.0000000,139310.0000000,803971
SPFB.RTS,D,20140120,000000,139290.0000000,139980.0000000,138780.0000000,139770.0000000,480527
SPFB.RTS,D,20140121,000000,139820.0000000,140490.0000000,138510.0000000,139070.0000000,790345
SPFB.RTS,D,20140122,000000,139090.0000000,139640.0000000,138300.0000000,139480.0000000,629113
SPFB.RTS,D,20140123,000000,139470.0000000,139750.0000000,135740.0000000,136200.0000000,949786
SPFB.RTS,D,20140124,000000,136250.0000000,137160.0000000,134640.0000000,134810.0000000,1183169
SPFB.RTS,D,20140127,000000,134800.0000000,135800.0000000,133060.0000000,134200.0000000,1174169
SPFB.RTS,D,20140128,000000,134190.0000000,135440.0000000,132720.0000000,133690.0000000,1045202
SPFB.RTS,D,20140129,000000,133730.0000000,135790.0000000,130100.0000000,131330.0000000,1760461
SPFB.RTS,D,20140130,000000,131300.0000000,132600.0000000,128390.0000000,131800.0000000,1453471
SPFB.RTS,D,20140131,000000,131760.0000000,132350.0000000,129210.0000000,131530.0000000,1310816
SPFB.RTS,D,20140203,000000,131320.0000000,131320.0000000,126820.0000000,127100.0000000,1220237
SPFB.RTS,D,20140204,000000,127150.0000000,130230.0000000,126530.0000000,130100.0000000,1060158
SPFB.RTS,D,20140205,000000,130040.0000000,132360.0000000,129420.0000000,131970.0000000,1212871
SPFB.RTS,D,20140206,000000,131980.0000000,134410.0000000,131770.0000000,134070.0000000,960285
SPFB.RTS,D,20140207,000000,134150.0000000,135020.0000000,133210.0000000,134350.0000000,1051594
SPFB.RTS,D,20140210,000000,134430.0000000,134750.0000000,132750.0000000,133350.0000000,708641
SPFB.RTS,D,20140211,000000,133440.0000000,135180.0000000,133310.0000000,135020.0000000,932370
SPFB.RTS,D,20140212,000000,135050.0000000,136200.0000000,134710.0000000,135280.0000000,876773
SPFB.RTS,D,20140213,000000,135250.0000000,135250.0000000,131800.0000000,133680.0000000,1170356
SPFB.RTS,D,20140214,000000,133670.0000000,135360.0000000,132160.0000000,135330.0000000,1105248
SPFB.RTS,D,20140217,000000,135250.0000000,136250.0000000,134480.0000000,134970.0000000,823877
SPFB.RTS,D,20140218,000000,134970.0000000,135650.0000000,133560.0000000,133750.0000000,866713
SPFB.RTS,D,20140219,000000,133690.0000000,133770.0000000,129410.0000000,129580.0000000,1412931
SPFB.RTS,D,20140220,000000,129570.0000000,130700.0000000,128530.0000000,130690.0000000,1076566
SPFB.RTS,D,20140221,000000,130700.0000000,132200.0000000,130250.0000000,131720.0000000,954348
SPFB.RTS,D,20140224,000000,131710.0000000,132790.0000000,130950.0000000,132770.0000000,834932
SPFB.RTS,D,20140225,000000,132710.0000000,132710.0000000,129820.0000000,130250.0000000,985799
SPFB.RTS,D,20140226,000000,130300.0000000,130690.0000000,127830.0000000,128010.0000000,1033239
SPFB.RTS,D,20140227,000000,128020.0000000,129040.0000000,123930.0000000,126320.0000000,1736224
SPFB.RTS,D,20140228,000000,126210.0000000,126900.0000000,124050.0000000,125660.0000000,1523049
SPFB.RTS,D,20140303,000000,125560.0000000,125560.0000000,104020.0000000,114180.0000000,1571627
SPFB.RTS,D,20140304,000000,114190.0000000,118900.0000000,113260.0000000,117590.0000000,1370202
SPFB.RTS,D,20140305,000000,117670.0000000,118890.0000000,115200.0000000,117590.0000000,918040
SPFB.RTS,D,20140306,000000,117650.0000000,119460.0000000,112100.0000000,115060.0000000,1173987
SPFB.RTS,D,20140307,000000,115100.0000000,117870.0000000,113310.0000000,113540.0000000,894510
SPFB.RTS,D,20140311,000000,112950.0000000,114440.0000000,109870.0000000,110500.0000000,135390
SPFB.RTS,D,20140312,000000,110550.0000000,111000.0000000,107450.0000000,107850.0000000,174736
SPFB.RTS,D,20140313,000000,107980.0000000,109380.0000000,101000.0000000,101850.0000000,415123
SPFB.RTS,D,20140314,000000,101900.0000000,105230.0000000,98830.0000000,104650.0000000,709781
SPFB.RTS,D,20140317,000000,104660.0000000,109490.0000000,102720.0000000,108800.0000000,1605904
SPFB.RTS,D,20140318,000000,108790.0000000,114510.0000000,106840.0000000,113390.0000000,1580815
SPFB.RTS,D,20140319,000000,113300.0000000,114860.0000000,110260.0000000,111030.0000000,1282830
SPFB.RTS,D,20140320,000000,111030.0000000,113120.0000000,107100.0000000,107500.0000000,1218125
SPFB.RTS,D,20140321,000000,107610.0000000,111740.0000000,105940.0000000,110410.0000000,1491076
SPFB.RTS,D,20140324,000000,110300.0000000,113760.0000000,108810.0000000,109760.0000000,1088201
SPFB.RTS,D,20140325,000000,109750.0000000,115400.0000000,109290.0000000,114690.0000000,1250802
SPFB.RTS,D,20140326,000000,114690.0000000,118960.0000000,114690.0000000,116380.0000000,1265987
SPFB.RTS,D,20140327,000000,116390.0000000,117380.0000000,114360.0000000,115920.0000000,1054671
SPFB.RTS,D,20140328,000000,115990.0000000,117590.0000000,114250.0000000,114260.0000000,1051067
SPFB.RTS,D,20140331,000000,114400.0000000,120140.0000000,114400.0000000,120040.0000000,1085169
SPFB.RTS,D,20140401,000000,120050.0000000,121930.0000000,119410.0000000,120910.0000000,937186
SPFB.RTS,D,20140402,000000,121000.0000000,121530.0000000,118500.0000000,120350.0000000,802016
SPFB.RTS,D,20140403,000000,120260.0000000,120590.0000000,117430.0000000,118430.0000000,884246
SPFB.RTS,D,20140404,000000,118440.0000000,121830.0000000,118000.0000000,119240.0000000,1051094
SPFB.RTS,D,20140407,000000,119160.0000000,119270.0000000,114320.0000000,115970.0000000,1266498
SPFB.RTS,D,20140408,000000,115970.0000000,116700.0000000,114620.0000000,115850.0000000,1103821
SPFB.RTS,D,20140409,000000,115840.0000000,116320.0000000,113930.0000000,115980.0000000,984373
SPFB.RTS,D,20140410,000000,115950.0000000,117650.0000000,115280.0000000,115530.0000000,1090123
SPFB.RTS,D,20140411,000000,115520.0000000,118160.0000000,114820.0000000,117290.0000000,1045040
SPFB.RTS,D,20140414,000000,117150.0000000,117150.0000000,113070.0000000,113960.0000000,1113465
SPFB.RTS,D,20140415,000000,113960.0000000,115080.0000000,108930.0000000,110250.0000000,1268120
SPFB.RTS,D,20140416,000000,110260.0000000,112890.0000000,109710.0000000,112570.0000000,1164317
SPFB.RTS,D,20140417,000000,112450.0000000,118500.0000000,111610.0000000,118200.0000000,1305831
SPFB.RTS,D,20140418,000000,118180.0000000,118480.0000000,116550.0000000,116920.0000000,506592
SPFB.RTS,D,20140421,000000,116850.0000000,117290.0000000,113450.0000000,114150.0000000,790136
SPFB.RTS,D,20140422,000000,114130.0000000,115300.0000000,113100.0000000,113710.0000000,912577
SPFB.RTS,D,20140423,000000,113830.0000000,114770.0000000,112660.0000000,113620.0000000,921105
SPFB.RTS,D,20140424,000000,113680.0000000,114220.0000000,109250.0000000,110500.0000000,1232142
SPFB.RTS,D,20140425,000000,110350.0000000,110350.0000000,106180.0000000,106710.0000000,1226594
SPFB.RTS,D,20140428,000000,106770.0000000,112720.0000000,105650.0000000,112310.0000000,1674335
SPFB.RTS,D,20140429,000000,112490.0000000,113400.0000000,110840.0000000,111970.0000000,1044320
SPFB.RTS,D,20140430,000000,111820.0000000,111820.0000000,109610.0000000,111100.0000000,807097
SPFB.RTS,D,20140502,000000,111060.0000000,111060.0000000,109150.0000000,109700.0000000,492285
SPFB.RTS,D,20140505,000000,109560.0000000,110500.0000000,108430.0000000,110010.0000000,630832
SPFB.RTS,D,20140506,000000,110010.0000000,114460.0000000,110010.0000000,113120.0000000,906096
SPFB.RTS,D,20140507,000000,113100.0000000,121270.0000000,112650.0000000,119710.0000000,1543639
SPFB.RTS,D,20140508,000000,119780.0000000,121770.0000000,118200.0000000,120350.0000000,1145417
SPFB.RTS,D,20140512,000000,120240.0000000,121630.0000000,118920.0000000,120690.0000000,998795
SPFB.RTS,D,20140513,000000,120720.0000000,123730.0000000,120720.0000000,122150.0000000,997810
SPFB.RTS,D,20140514,000000,122220.0000000,124700.0000000,121670.0000000,123590.0000000,819667
SPFB.RTS,D,20140515,000000,123590.0000000,124570.0000000,121960.0000000,122550.0000000,833355
SPFB.RTS,D,20140516,000000,122500.0000000,124500.0000000,121450.0000000,123860.0000000,747669
SPFB.RTS,D,20140519,000000,123830.0000000,127610.0000000,123600.0000000,127210.0000000,827522
SPFB.RTS,D,20140520,000000,127150.0000000,129710.0000000,125960.0000000,129090.0000000,1006368
SPFB.RTS,D,20140521,000000,128980.0000000,131170.0000000,127250.0000000,130410.0000000,1102806
SPFB.RTS,D,20140522,000000,130430.0000000,131000.0000000,128350.0000000,129200.0000000,747359
SPFB.RTS,D,20140523,000000,129210.0000000,131880.0000000,128800.0000000,130720.0000000,768778
SPFB.RTS,D,20140526,000000,130800.0000000,133150.0000000,130470.0000000,131180.0000000,617916
SPFB.RTS,D,20140527,000000,131250.0000000,131620.0000000,126750.0000000,127720.0000000,914599
SPFB.RTS,D,20140528,000000,127810.0000000,128660.0000000,126370.0000000,128310.0000000,767279
SPFB.RTS,D,20140529,000000,128450.0000000,130300.0000000,127810.0000000,129770.0000000,764382
SPFB.RTS,D,20140530,000000,129740.0000000,129840.0000000,127710.0000000,128260.0000000,627410
SPFB.RTS,D,20140602,000000,128270.0000000,131690.0000000,125760.0000000,129280.0000000,946329
SPFB.RTS,D,20140603,000000,129250.0000000,131810.0000000,128450.0000000,131050.0000000,760004
SPFB.RTS,D,20140604,000000,131030.0000000,131570.0000000,129450.0000000,131190.0000000,615935
SPFB.RTS,D,20140605,000000,131150.0000000,133090.0000000,130900.0000000,132150.0000000,891636
SPFB.RTS,D,20140606,000000,132150.0000000,135050.0000000,130540.0000000,134560.0000000,860498
SPFB.RTS,D,20140609,000000,134590.0000000,136350.0000000,134290.0000000,135060.0000000,637164
SPFB.RTS,D,20140610,000000,134980.0000000,135600.0000000,130300.0000000,130840.0000000,562198
SPFB.RTS,D,20140611,000000,130820.0000000,131970.0000000,129960.0000000,131600.0000000,189119
SPFB.RTS,D,20140613,000000,131370.0000000,132190.0000000,128470.0000000,129380.0000000,156838
SPFB.RTS,D,20140616,000000,129360.0000000,130680.0000000,127150.0000000,129670.0000000,861151
SPFB.RTS,D,20140617,000000,129720.0000000,130370.0000000,128110.0000000,129170.0000000,713828
SPFB.RTS,D,20140618,000000,129180.0000000,133090.0000000,128800.0000000,132920.0000000,892604
SPFB.RTS,D,20140619,000000,132830.0000000,133810.0000000,131150.0000000,131740.0000000,700286
SPFB.RTS,D,20140620,000000,131730.0000000,132100.0000000,129940.0000000,131100.0000000,575298
SPFB.RTS,D,20140623,000000,131120.0000000,133150.0000000,130710.0000000,132620.0000000,775269
